po_id,sku_id,supplier_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,freight_cost,payment_terms
PO101750,SKU1012,SUP508,2025-02-13,2025-02-22,2025-02-24,435,190.07,Net30
PO101751,SKU1054,SUP502,2025-09-06,2025-09-29,2025-09-29,335,88.73,Net30
PO101752,SKU1036,SUP517,2025-07-10,2025-08-01,2025-08-03,558,192.15,Net45
PO101753,SKU1050,SUP511,2025-08-19,2025-09-10,2025-09-10,513,113.19,Prepaid
PO101754,SKU1073,SUP500,2025-07-20,2025-08-06,2025-08-07,428,72.1,Net30
PO101755,SKU1072,SUP503,2025-02-21,2025-03-05,2025-03-05,879,89.54,Net45
PO101756,SKU1010,SUP503,2024-07-09,2024-07-15,2024-07-15,551,112.51,Net45
PO101757,SKU1031,SUP502,2025-04-05,2025-04-12,2025-04-12,534,181.28,Net45
PO101758,SKU1092,SUP507,2023-12-29,2024-01-07,2024-01-08,471,128.01,Net30
PO101759,SKU1094,SUP510,2025-05-31,2025-06-08,2025-06-12,755,117.32,Net45
PO101760,SKU1076,SUP513,2024-12-24,2024-12-28,2024-12-28,264,111.18,Net45
PO101761,SKU1101,SUP515,2024-05-18,2024-05-29,2024-05-31,717,133.95,Prepaid
PO101762,SKU1041,SUP514,2024-12-04,2024-12-15,2024-12-17,929,27.64,Net45
PO101763,SKU1093,SUP502,2024-11-14,2024-11-23,2024-11-25,129,130.42,Net30
PO101764,SKU1016,SUP500,2024-08-28,2024-09-04,2024-09-04,220,98.21,Prepaid
PO101765,SKU1056,SUP503,2025-03-19,2025-03-26,2025-03-26,224,138.98,Net45
PO101766,SKU1102,SUP516,2024-10-05,2024-10-29,2024-10-29,610,130.91,Net30
PO101767,SKU1051,SUP500,2025-06-04,2025-06-26,2025-06-26,351,101.13,Net45
PO101768,SKU1118,SUP508,2025-02-13,2025-03-01,2025-03-03,430,138.01,Net45
PO101769,SKU1083,SUP505,2024-09-20,2024-09-27,2024-09-27,259,118.57,Net45
PO101770,SKU1091,SUP511,2024-05-12,2024-05-24,2024-05-26,523,139.11,Prepaid
PO101771,SKU1119,SUP510,2025-07-18,2025-08-09,2025-08-11,922,151.33,Prepaid
PO101772,SKU1021,SUP516,2024-05-09,2024-05-28,2024-05-28,375,84.62,Net30
PO101773,SKU1022,SUP504,2025-03-07,2025-03-15,2025-03-15,55,83.02,Net30
PO101774,SKU1089,SUP506,2024-08-13,2024-08-24,2024-08-25,519,139.09,Net30
PO101775,SKU1012,SUP501,2025-07-06,2025-07-17,2025-07-18,118,47.54,Net30
PO101776,SKU1081,SUP517,2024-08-11,2024-08-30,2024-08-30,64,136.72,Prepaid
PO101777,SKU1035,SUP509,2025-07-25,2025-07-30,2025-07-30,648,174.89,Net45
PO101778,SKU1039,SUP511,2025-02-17,2025-03-12,2025-03-12,310,34.99,Net45
PO101779,SKU1069,SUP506,2025-01-03,2025-01-26,2025-01-26,798,160.3,Prepaid
PO101780,SKU1035,SUP505,2025-07-16,2025-07-30,2025-07-31,866,58.91,Net45
PO101781,SKU1075,SUP512,2025-11-16,2025-11-24,2025-11-25,656,16.11,Net45
PO101782,SKU1035,SUP515,2024-08-06,2024-08-22,2024-08-25,287,129.37,Prepaid
PO101783,SKU1011,SUP504,2024-09-15,2024-09-22,2024-09-25,50,163.14,Net30
PO101784,SKU1009,SUP501,2024-12-02,2024-12-07,2024-12-09,485,110.68,Net45
PO101785,SKU1060,SUP510,2024-12-18,2024-12-31,2024-12-31,296,103.88,Net45
PO101786,SKU1050,SUP512,2025-02-14,2025-03-06,2025-03-06,413,125.4,Net30
PO101787,SKU1107,SUP516,2024-07-04,2024-07-23,2024-07-26,669,79.54,Prepaid
PO101788,SKU1021,SUP508,2024-07-12,2024-07-22,2024-07-22,623,178.91,Net30
PO101789,SKU1062,SUP508,2025-03-18,2025-04-03,2025-04-05,495,80.47,Net45
PO101790,SKU1044,SUP505,2024-11-15,2024-11-27,2024-11-27,527,197.73,Net45
PO101791,SKU1044,SUP513,2024-03-22,2024-04-09,2024-04-11,992,117.45,Prepaid
PO101792,SKU1048,SUP511,2024-08-15,2024-08-20,2024-08-22,60,169.67,Prepaid
PO101793,SKU1056,SUP511,2024-08-31,2024-09-24,2024-09-27,367,49.06,Net30
PO101794,SKU1012,SUP511,2025-03-06,2025-03-14,2025-03-15,63,192.35,Net45
PO101795,SKU1034,SUP501,2024-05-24,2024-06-05,2024-06-07,457,168.91,Prepaid
PO101796,SKU1089,SUP508,2025-04-02,2025-04-09,2025-04-11,635,156.47,Prepaid
PO101797,SKU1110,SUP515,2025-02-14,2025-03-01,2025-03-02,552,72.43,Prepaid
PO101798,SKU1060,SUP517,2025-07-12,2025-07-23,2025-07-25,79,108.92,Net45
PO101799,SKU1114,SUP504,2025-05-05,2025-05-22,2025-05-23,921,157.92,Prepaid
PO101800,SKU1010,SUP513,2024-08-29,2024-09-10,2024-09-12,504,49.34,Net45
PO101801,SKU1090,SUP501,2024-08-04,2024-08-13,2024-08-13,334,154.14,Prepaid
PO101802,SKU1083,SUP500,2024-03-09,2024-03-19,2024-03-20,971,167.97,Net30
PO101803,SKU1114,SUP505,2023-11-28,2023-12-22,2023-12-23,425,58.2,Net45
PO101804,SKU1001,SUP512,2024-08-18,2024-09-01,2024-09-01,112,89.93,Prepaid
PO101805,SKU1024,SUP516,2024-01-24,2024-02-03,2024-02-05,226,65.49,Net30
PO101806,SKU1005,SUP508,2025-07-04,2025-07-15,2025-07-16,469,78.61,Prepaid
PO101807,SKU1081,SUP500,2025-04-19,2025-05-06,2025-05-06,170,75.92,Net30
PO101808,SKU1059,SUP502,2024-12-10,2024-12-31,2025-01-02,169,94.07,Prepaid
PO101809,SKU1023,SUP502,2024-09-09,2024-09-26,2024-09-28,70,83.53,Prepaid
PO101810,SKU1100,SUP500,2025-03-13,2025-03-17,2025-03-17,133,27.47,Net45
PO101811,SKU1031,SUP509,2024-12-23,2024-12-30,2024-12-31,973,160.75,Prepaid
PO101812,SKU1095,SUP504,2024-11-06,2024-11-25,2024-11-28,343,50.9,Prepaid
PO101813,SKU1035,SUP504,2024-08-05,2024-08-22,2024-08-22,905,104.53,Prepaid
PO101814,SKU1034,SUP506,2024-03-05,2024-03-17,2024-03-18,764,60.45,Net30
PO101815,SKU1033,SUP502,2024-05-03,2024-05-27,2024-05-28,407,86.82,Net45
PO101816,SKU1066,SUP514,2025-10-07,2025-10-16,2025-10-16,224,80.45,Prepaid
PO101817,SKU1106,SUP512,2025-10-11,2025-10-17,2025-10-17,769,134.72,Net30
PO101818,SKU1044,SUP509,2024-07-18,2024-07-29,2024-07-29,565,132.92,Net45
PO101819,SKU1106,SUP508,2025-07-28,2025-08-14,2025-08-17,314,122.61,Prepaid
PO101820,SKU1059,SUP508,2025-07-25,2025-08-15,2025-08-17,724,40.71,Net45
PO101821,SKU1023,SUP515,2024-07-14,2024-07-19,2024-07-22,431,189.78,Net45
PO101822,SKU1048,SUP501,2025-01-04,2025-01-17,2025-01-18,417,172.91,Prepaid
PO101823,SKU1020,SUP513,2024-04-20,2024-05-02,2024-05-03,974,176.12,Prepaid
PO101824,SKU1023,SUP511,2025-04-24,2025-05-16,2025-05-16,240,183.9,Prepaid
PO101825,SKU1056,SUP514,2025-05-27,2025-06-03,2025-06-03,798,194.17,Net30
PO101826,SKU1060,SUP507,2024-06-02,2024-06-26,2024-06-27,395,81.22,Net30
PO101827,SKU1086,SUP512,2024-02-21,2024-03-10,2024-03-11,948,18.49,Prepaid
PO101828,SKU1097,SUP516,2024-04-24,2024-05-03,2024-05-04,325,178.94,Net45
PO101829,SKU1051,SUP500,2024-07-03,2024-07-17,2024-07-18,357,188.71,Net45
PO101830,SKU1089,SUP516,2024-04-26,2024-05-13,2024-05-13,819,75.94,Prepaid
PO101831,SKU1016,SUP510,2025-07-15,2025-08-04,2025-08-08,142,36.92,Net30
PO101832,SKU1101,SUP504,2024-04-03,2024-04-19,2024-04-20,219,85.42,Net30
PO101833,SKU1000,SUP504,2024-10-09,2024-11-02,2024-11-03,364,101.94,Prepaid
PO101834,SKU1023,SUP507,2024-05-11,2024-05-21,2024-05-22,791,58.08,Prepaid
PO101835,SKU1019,SUP517,2025-03-21,2025-03-30,2025-03-31,538,15.66,Prepaid
PO101836,SKU1044,SUP503,2025-06-25,2025-07-17,2025-07-18,765,158.34,Prepaid
PO101837,SKU1116,SUP515,2024-11-25,2024-12-06,2024-12-08,773,39.21,Prepaid
PO101838,SKU1097,SUP503,2025-10-18,2025-11-05,2025-11-06,186,194.65,Net30
PO101839,SKU1098,SUP510,2024-12-10,2024-12-15,2024-12-15,797,189.39,Net30
PO101840,SKU1076,SUP512,2024-09-25,2024-10-07,2024-10-07,735,15.43,Net45
PO101841,SKU1075,SUP500,2024-12-28,2025-01-06,2025-01-06,836,90.18,Prepaid
PO101842,SKU1047,SUP511,2024-09-02,2024-09-06,2024-09-07,675,115.45,Net45
PO101843,SKU1096,SUP512,2023-12-13,2023-12-20,2023-12-20,191,20.91,Net30
PO101844,SKU1024,SUP501,2025-06-01,2025-06-10,2025-06-11,397,182.69,Net30
PO101845,SKU1083,SUP505,2023-12-17,2024-01-08,2024-01-08,446,38.11,Net45
PO101846,SKU1105,SUP515,2024-05-02,2024-05-26,2024-05-27,481,90.37,Prepaid
PO101847,SKU1020,SUP512,2024-09-07,2024-09-26,2024-09-26,526,151.78,Prepaid
PO101848,SKU1044,SUP503,2024-02-19,2024-03-11,2024-03-11,876,102.96,Prepaid
PO101849,SKU1020,SUP510,2025-02-11,2025-02-26,2025-02-28,752,57.96,Net30
PO101850,SKU1001,SUP515,2025-01-26,2025-02-05,2025-02-06,482,170.57,Prepaid
PO101851,SKU1038,SUP513,2024-10-19,2024-10-29,2024-10-31,668,19.18,Net30
PO101852,SKU1064,SUP511,2024-09-27,2024-10-12,2024-10-13,914,32.87,Net45
PO101853,SKU1046,SUP503,2024-03-26,2024-04-19,2024-04-22,594,143.95,Net30
PO101854,SKU1111,SUP502,2024-01-04,2024-01-18,2024-01-20,774,100.37,Net45
PO101855,SKU1033,SUP506,2024-01-26,2024-02-14,2024-02-15,943,45.2,Net30
PO101856,SKU1055,SUP501,2025-04-09,2025-04-14,2025-04-15,938,104.86,Net30
PO101857,SKU1058,SUP511,2025-11-05,2025-11-25,2025-11-26,428,55.92,Net30
PO101858,SKU1054,SUP510,2025-01-24,2025-02-06,2025-02-06,74,122.36,Net45
PO101859,SKU1034,SUP505,2024-06-14,2024-06-21,2024-06-23,507,70.63,Net30
PO101860,SKU1038,SUP501,2025-04-08,2025-04-22,2025-04-22,87,44.25,Net45
PO101861,SKU1094,SUP512,2024-01-30,2024-02-06,2024-02-08,146,176.51,Prepaid
PO101862,SKU1093,SUP504,2025-09-04,2025-09-09,2025-09-09,331,23.73,Net30
PO101863,SKU1058,SUP507,2025-07-13,2025-07-21,2025-07-22,800,14.93,Net45
PO101864,SKU1072,SUP514,2024-10-02,2024-10-08,2024-10-11,89,128.24,Prepaid
PO101865,SKU1077,SUP503,2025-08-01,2025-08-18,2025-08-19,130,188.83,Net30
PO101866,SKU1118,SUP509,2025-01-15,2025-01-20,2025-01-23,814,44.08,Net30
PO101867,SKU1092,SUP502,2025-06-08,2025-06-27,2025-06-27,169,160.93,Prepaid
PO101868,SKU1073,SUP508,2024-04-05,2024-04-09,2024-04-09,602,154.97,Prepaid
PO101869,SKU1088,SUP501,2024-12-12,2024-12-29,2024-12-30,828,104.23,Net30
PO101870,SKU1035,SUP505,2025-01-23,2025-02-12,2025-02-12,669,83.94,Net30
PO101871,SKU1116,SUP505,2024-09-06,2024-09-24,2024-09-27,466,100.2,Prepaid
PO101872,SKU1002,SUP513,2024-06-17,2024-06-22,2024-06-23,523,195.66,Net45
PO101873,SKU1101,SUP510,2025-05-13,2025-05-24,2025-05-25,776,179.91,Net30
PO101874,SKU1028,SUP502,2025-03-17,2025-04-02,2025-04-02,673,53.34,Net30
PO101875,SKU1075,SUP513,2024-05-26,2024-06-06,2024-06-06,448,182.12,Net30
PO101876,SKU1119,SUP517,2024-11-04,2024-11-25,2024-11-25,404,37.14,Net30
PO101877,SKU1019,SUP514,2023-11-18,2023-12-12,2023-12-12,595,51.79,Net45
PO101878,SKU1021,SUP512,2024-05-03,2024-05-10,2024-05-12,922,51.64,Net45
PO101879,SKU1010,SUP515,2024-10-16,2024-11-02,2024-11-02,262,50.28,Net45
PO101880,SKU1067,SUP511,2024-07-17,2024-08-03,2024-08-06,512,182.81,Net45
PO101881,SKU1059,SUP500,2023-11-21,2023-12-09,2023-12-10,689,134.79,Net30
PO101882,SKU1072,SUP513,2024-09-13,2024-09-21,2024-09-24,819,95.4,Net30
PO101883,SKU1071,SUP515,2024-01-15,2024-01-31,2024-02-01,600,24.97,Prepaid
PO101884,SKU1048,SUP503,2024-06-01,2024-06-20,2024-06-22,163,37.71,Net45
PO101885,SKU1037,SUP505,2024-09-27,2024-10-18,2024-10-18,802,165.87,Net30
PO101886,SKU1070,SUP513,2024-02-20,2024-03-10,2024-03-12,972,188.16,Net45
PO101887,SKU1035,SUP510,2024-09-05,2024-09-10,2024-09-13,730,122.56,Net45
PO101888,SKU1081,SUP510,2024-09-03,2024-09-11,2024-09-12,280,110.92,Net30
PO101889,SKU1063,SUP514,2024-04-02,2024-04-23,2024-04-27,210,118.07,Prepaid
PO101890,SKU1051,SUP509,2023-11-26,2023-12-18,2023-12-23,831,185.97,Net30
PO101891,SKU1083,SUP505,2025-06-25,2025-07-04,2025-07-05,644,77.48,Net45
PO101892,SKU1053,SUP513,2024-05-30,2024-06-20,2024-06-21,683,165.67,Prepaid
PO101893,SKU1017,SUP516,2024-03-24,2024-04-01,2024-04-03,799,169.08,Net30
PO101894,SKU1002,SUP510,2023-12-11,2024-01-03,2024-01-04,690,126.52,Net30
PO101895,SKU1087,SUP502,2025-11-10,2025-11-26,2025-12-02,665,193.52,Net45
PO101896,SKU1049,SUP517,2024-04-08,2024-04-26,2024-04-27,985,179.05,Prepaid
PO101897,SKU1058,SUP511,2023-12-02,2023-12-26,2023-12-27,533,61.88,Net45
PO101898,SKU1117,SUP506,2024-08-13,2024-09-01,2024-09-01,965,69.38,Prepaid
PO101899,SKU1026,SUP514,2023-11-17,2023-11-29,2023-11-30,504,59.21,Prepaid
PO101900,SKU1101,SUP505,2025-10-14,2025-10-27,2025-10-27,163,190.66,Net45
PO101901,SKU1107,SUP510,2025-10-31,2025-11-07,2025-11-07,300,195.01,Net30
PO101902,SKU1092,SUP502,2025-10-28,2025-11-21,2025-11-28,743,103.19,Net30
PO101903,SKU1110,SUP516,2024-11-27,2024-12-14,2024-12-14,122,179.39,Net30
PO101904,SKU1033,SUP517,2025-09-07,2025-09-14,2025-09-15,712,140.64,Net45
PO101905,SKU1091,SUP500,2025-08-19,2025-09-08,2025-09-09,111,31.97,Net30
PO101906,SKU1103,SUP512,2024-12-25,2025-01-16,2025-01-16,90,15.34,Net30
PO101907,SKU1051,SUP516,2025-03-07,2025-03-22,2025-03-23,856,40.62,Prepaid
PO101908,SKU1013,SUP504,2024-12-06,2024-12-28,2024-12-30,643,35.74,Prepaid
PO101909,SKU1092,SUP505,2024-04-01,2024-04-23,2024-04-23,195,36.56,Prepaid
PO101910,SKU1101,SUP515,2025-06-16,2025-06-30,2025-07-02,707,64.29,Net45
PO101911,SKU1009,SUP514,2024-09-20,2024-09-24,2024-09-24,300,63.75,Net30
PO101912,SKU1043,SUP509,2024-04-14,2024-04-19,2024-04-20,511,68.84,Net45
PO101913,SKU1033,SUP508,2024-01-10,2024-01-23,2024-01-26,201,58.85,Net45
PO101914,SKU1036,SUP500,2024-04-21,2024-05-06,2024-05-06,421,71.26,Net45
PO101915,SKU1037,SUP509,2025-10-31,2025-11-11,2025-11-11,699,132.2,Net30
PO101916,SKU1060,SUP514,2024-08-05,2024-08-14,2024-08-15,874,48.2,Net45
PO101917,SKU1016,SUP504,2024-10-24,2024-11-07,2024-11-07,313,137.72,Net45
PO101918,SKU1029,SUP500,2024-03-03,2024-03-09,2024-03-10,201,134.37,Net45
PO101919,SKU1001,SUP508,2024-03-13,2024-03-24,2024-03-24,941,184.61,Net45
PO101920,SKU1051,SUP515,2024-11-07,2024-11-22,2024-11-23,402,13.38,Net45
PO101921,SKU1019,SUP516,2024-11-13,2024-11-30,2024-12-02,936,186.9,Net30
PO101922,SKU1082,SUP505,2025-04-14,2025-04-19,2025-04-20,545,80.61,Net30
PO101923,SKU1001,SUP502,2025-10-18,2025-11-08,2025-11-08,279,58.43,Prepaid
PO101924,SKU1035,SUP503,2025-09-30,2025-10-21,2025-10-23,520,81.63,Net45
PO101925,SKU1116,SUP500,2025-07-02,2025-07-07,2025-07-08,851,19.11,Net45
PO101926,SKU1114,SUP507,2024-01-20,2024-01-24,2024-01-25,83,120.24,Net30
PO101927,SKU1080,SUP503,2024-09-14,2024-10-07,2024-10-07,327,109.69,Net45
PO101928,SKU1068,SUP517,2024-09-24,2024-10-03,2024-10-06,107,42.89,Net30
PO101929,SKU1072,SUP516,2025-01-28,2025-02-11,2025-02-11,807,151.73,Prepaid
PO101930,SKU1088,SUP507,2024-12-13,2024-12-26,2024-12-28,231,21.75,Prepaid
PO101931,SKU1077,SUP508,2024-07-30,2024-08-08,2024-08-09,244,133.56,Net45
PO101932,SKU1106,SUP502,2025-02-25,2025-03-07,2025-03-08,360,175.87,Prepaid
PO101933,SKU1026,SUP507,2025-07-10,2025-07-21,2025-07-23,538,173.71,Net30
PO101934,SKU1012,SUP517,2024-06-01,2024-06-09,2024-06-10,858,27.76,Net45
PO101935,SKU1009,SUP506,2025-04-08,2025-04-24,2025-04-26,537,192.2,Prepaid
PO101936,SKU1012,SUP517,2024-02-01,2024-02-22,2024-02-25,357,194.45,Net45
PO101937,SKU1001,SUP513,2024-07-18,2024-08-11,2024-08-13,957,184.26,Net30
PO101938,SKU1099,SUP506,2024-01-29,2024-02-20,2024-02-21,823,76.64,Net30
PO101939,SKU1000,SUP508,2024-11-07,2024-11-21,2024-11-23,554,156.15,Net45
PO101940,SKU1022,SUP510,2025-07-31,2025-08-04,2025-08-04,710,134.15,Net30
PO101941,SKU1033,SUP517,2024-09-15,2024-09-24,2024-09-26,624,113.59,Net45
PO101942,SKU1039,SUP514,2025-04-16,2025-04-21,2025-04-23,236,85.02,Net30
PO101943,SKU1000,SUP510,2024-12-11,2024-12-29,2024-12-29,557,11.75,Prepaid
PO101944,SKU1022,SUP502,2024-07-11,2024-07-24,2024-07-25,146,169.04,Net30
PO101945,SKU1043,SUP517,2025-09-22,2025-09-27,2025-09-30,161,135.35,Prepaid
PO101946,SKU1027,SUP509,2024-12-21,2025-01-06,2025-01-06,593,122.72,Net30
PO101947,SKU1013,SUP509,2024-04-12,2024-05-04,2024-05-04,738,23.79,Prepaid
PO101948,SKU1041,SUP505,2025-03-20,2025-03-26,2025-03-28,225,85.78,Prepaid
PO101949,SKU1078,SUP505,2024-10-26,2024-11-10,2024-11-12,535,123.71,Net45
PO101950,SKU1076,SUP513,2025-08-19,2025-08-30,2025-09-01,319,123.32,Net30
PO101951,SKU1119,SUP509,2024-03-28,2024-04-12,2024-04-15,794,156.78,Net30
PO101952,SKU1106,SUP510,2024-05-01,2024-05-14,2024-05-14,452,119.01,Net30
PO101953,SKU1000,SUP512,2025-09-11,2025-09-25,2025-09-25,711,193.42,Prepaid
PO101954,SKU1058,SUP508,2024-11-24,2024-11-29,2024-11-30,263,76.63,Net45
PO101955,SKU1091,SUP508,2025-07-10,2025-08-01,2025-08-02,379,107.55,Net30
PO101956,SKU1101,SUP512,2025-11-15,2025-12-02,2025-12-02,254,22.23,Prepaid
PO101957,SKU1079,SUP516,2025-05-31,2025-06-04,2025-06-05,126,24.73,Prepaid
PO101958,SKU1020,SUP510,2025-10-26,2025-11-14,2025-11-15,657,174.04,Net30
PO101959,SKU1005,SUP512,2025-01-29,2025-02-15,2025-02-16,548,14.94,Prepaid
PO101960,SKU1035,SUP512,2024-11-08,2024-11-20,2024-11-21,400,74.19,Net30
PO101961,SKU1068,SUP511,2024-08-22,2024-09-07,2024-09-07,533,130.57,Prepaid
PO101962,SKU1112,SUP502,2025-02-10,2025-02-18,2025-02-18,473,134.15,Prepaid
PO101963,SKU1111,SUP504,2024-02-26,2024-03-05,2024-03-05,625,114.25,Prepaid
PO101964,SKU1056,SUP507,2024-11-18,2024-11-28,2024-11-28,726,170.97,Net30
PO101965,SKU1071,SUP516,2023-11-24,2023-12-12,2023-12-13,193,37.87,Prepaid
PO101966,SKU1111,SUP510,2024-08-24,2024-09-03,2024-09-06,841,153.54,Net30
PO101967,SKU1095,SUP506,2025-04-25,2025-05-16,2025-05-17,521,161.75,Net30
PO101968,SKU1042,SUP506,2024-08-31,2024-09-11,2024-09-11,311,174.25,Net45
PO101969,SKU1095,SUP500,2025-11-07,2025-11-25,2025-11-26,487,130.16,Net30
PO101970,SKU1103,SUP515,2024-03-31,2024-04-23,2024-04-23,111,82.78,Net45
PO101971,SKU1047,SUP500,2025-09-26,2025-10-17,2025-10-18,566,162.12,Net30
PO101972,SKU1101,SUP517,2024-07-16,2024-08-03,2024-08-05,699,147.59,Prepaid
PO101973,SKU1094,SUP502,2024-01-18,2024-02-03,2024-02-03,849,13.78,Prepaid
PO101974,SKU1068,SUP505,2025-09-24,2025-09-28,2025-09-28,139,163.76,Net45
PO101975,SKU1118,SUP514,2025-07-21,2025-08-10,2025-08-12,819,146.64,Prepaid
PO101976,SKU1098,SUP513,2025-08-16,2025-08-31,2025-09-02,960,87.15,Net45
PO101977,SKU1019,SUP510,2025-08-19,2025-09-04,2025-09-05,397,67.66,Net30
PO101978,SKU1067,SUP513,2024-03-09,2024-03-15,2024-03-16,350,64.98,Prepaid
PO101979,SKU1079,SUP512,2024-05-05,2024-05-18,2024-05-19,487,167.59,Prepaid
PO101980,SKU1033,SUP507,2024-01-09,2024-02-02,2024-02-02,595,112.99,Net30
PO101981,SKU1083,SUP506,2024-03-01,2024-03-21,2024-03-21,413,152.45,Net45
PO101982,SKU1111,SUP504,2025-06-13,2025-06-26,2025-06-26,365,197.33,Prepaid
PO101983,SKU1012,SUP500,2025-01-23,2025-01-28,2025-01-28,90,33.92,Prepaid
PO101984,SKU1069,SUP511,2025-08-18,2025-08-24,2025-08-25,372,138.01,Prepaid
PO101985,SKU1084,SUP506,2025-03-15,2025-03-26,2025-03-26,327,97.18,Prepaid
PO101986,SKU1119,SUP506,2024-09-01,2024-09-19,2024-09-21,948,15.47,Net30
PO101987,SKU1015,SUP512,2023-12-03,2023-12-23,2023-12-23,924,57.2,Net45
PO101988,SKU1026,SUP512,2024-05-25,2024-05-30,2024-05-31,253,69.9,Prepaid
PO101989,SKU1098,SUP512,2025-10-17,2025-11-05,2025-11-05,229,39.01,Net45
PO101990,SKU1116,SUP516,2024-05-18,2024-05-24,2024-05-24,173,143.99,Net30
PO101991,SKU1094,SUP511,2024-04-15,2024-04-23,2024-04-24,245,130.91,Prepaid
PO101992,SKU1011,SUP516,2024-07-08,2024-07-30,2024-07-30,164,194.85,Net30
PO101993,SKU1002,SUP500,2024-02-15,2024-02-27,2024-02-28,928,57.04,Prepaid
PO101994,SKU1045,SUP511,2024-07-14,2024-07-26,2024-07-27,494,169.69,Net45
PO101995,SKU1038,SUP507,2024-10-25,2024-11-12,2024-11-15,709,30.37,Net30
PO101996,SKU1112,SUP515,2024-02-19,2024-03-14,2024-03-15,797,104.31,Net45
PO101997,SKU1114,SUP510,2023-11-27,2023-12-19,2023-12-20,231,76.33,Net45
PO101998,SKU1001,SUP504,2024-08-25,2024-09-02,2024-09-02,531,164.93,Prepaid
PO101999,SKU1007,SUP506,2024-09-11,2024-09-20,2024-09-23,430,121.41,Net45
